vPHOS,vTP,iTCO2,Carotenoids_whole_blood,vUA,iGlu,vCK,iHct,iCl,iNa,iAnGap,vGLU,iK,iHb,vGLOB,vK,vAST,vALB,vCA,vNA,Age,FH
7.5,3.1,22.0,1.55,2.7,252.0,4326.0,23.0,113.0,149.0,22.0,265.0,6.9,7.8,1.1,7.5,175.0,2.0,12.8,162.0,35.0,0.0
6.0,2.5,21.0,0.9,15.4,249.0,3226.0,18.0,107.0,137.0,17.0,244.0,6.7,6.1,0.6,7.8,226.0,1.9,12.1,153.0,16.0,0.0
6.4,2.7,27.0,1.63,9.3,232.0,3080.0,17.0,109.0,136.0,12.8,247.0,5.1,5.8,0.7,6.1,157.0,2.0,10.9,150.0,21.0,0.0
4.5,2.4,22.0,1.38,2.9,225.0,949.0,17.0,107.0,138.0,14.0,227.0,4.7,5.78,0.8,5.4,148.0,1.7,12.1,142.0,7.0,0.0
4.9,3.5,25.0,0.93,4.4,255.0,4797.0,26.0,116.0,152.0,17.0,265.0,5.7,8.8,1.4,7.0,195.0,2.1,11.8,160.0,31.0,0.0
8.3,3.2,28.0,0.434960862,2.9,230.0,3534.6,18.0,111.0,146.0,15.0,236.0,6.6,6.1,1.2,5.800000000000001,450.0,2.0,11.4,151.0,42.0,0.0
6.8,3.4,20.0,0.3,10.6,219.0,3660.0,27.0,114.0,144.0,17.0,221.0,6.9,9.2,1.4,6.959999999999999,217.0,2.0,11.6,155.0,33.0,1.0
6.0,3.3,21.0,0.8,7.9,296.0,3476.0,21.0,111.0,144.0,19.0,309.0,6.0,7.1,1.1,7.2,217.0,2.2,11.7,154.0,30.0,0.0
7.3,3.2,26.0,0.067413296,3.8,262.0,1946.0,22.0,110.0,143.0,13.0,264.0,5.8,7.5,1.3,6.4,178.0,1.9,10.8,148.0,29.0,0.0
6.9,4.1,28.0,2.18,3.8,244.0,3645.4,27.0,111.0,146.0,12.0,251.0,5.2,9.2,1.8,5.9799999999999995,617.0,2.3,11.9,153.0,49.0,0.0
4.9,2.9,26.0,0.19,6.0,237.0,890.0,22.0,105.0,143.0,18.0,233.0,5.2,7.5,1.2,6.2,174.0,1.7,12.3,148.0,15.0,0.0
6.7,2.8,23.0,6.84,6.1,266.0,2350.0,21.0,106.0,140.0,17.0,268.0,5.6,7.1,0.7,6.4,192.0,2.0,13.0,150.0,9.0,0.0
3.6,3.7,19.0,1.618540866,4.1,280.0,4094.2,21.0,118.0,150.0,19.0,299.0,4.4,7.1,1.5,7.2,267.0,2.2,11.5,160.0,37.0,0.0
6.4,3.4,28.0,1.13,4.9,255.0,3302.0,21.0,108.0,141.0,11.0,261.0,5.6,7.1,1.5,7.1,178.0,1.9,11.8,150.0,27.0,0.0
5.8,2.8,24.0,0.29,13.9,292.0,2405.0,20.0,107.0,140.0,15.0,296.0,5.8,6.8,1.0,7.2,207.0,1.8,11.9,150.0,14.0,0.0
5.8,4.0,24.0,0.565806148,4.2,247.0,4886.0,19.0,109.0,140.0,13.0,248.0,5.2,6.5,2.0,6.2,195.0,2.0,12.4,143.0,37.0,0.0
1.7,2.8,23.0,0.87,12.4,253.0,4430.0,20.0,107.0,141.0,19.0,259.0,6.4,6.8,0.5,8.1,337.0,2.3,12.5,162.0,16.0,0.0
7.2,3.0,28.0,0.74,6.2,284.0,4197.2,23.0,104.0,141.0,15.0,309.0,5.2,7.8,1.0,7.0,227.0,2.0,12.2,157.0,21.0,0.0
6.1,3.4,22.0,3.38,5.0,273.0,3547.2,21.0,108.0,145.0,20.0,271.0,4.7,7.1,1.6,7.3,397.0,1.8,10.9,149.0,35.0,0.0
6.0,3.1,24.0,0.45,2.3,214.0,1188.0,20.0,108.0,142.0,16.0,237.0,5.0,6.8,1.2,6.7,164.0,1.9,13.1,166.0,24.0,0.0
7.2,3.8,22.0,1.91,7.5,219.0,3645.4,23.0,114.0,151.0,22.0,234.0,5.2,7.8,1.5,6.200000000000001,601.0,2.2,12.5,162.0,43.0,0.0
4.8,3.7,19.0,1.54,5.9,244.0,5993.4,24.0,116.0,148.0,19.0,251.0,4.5,8.2,1.6,7.9,305.0,2.1,11.5,154.0,35.0,0.0
6.2,2.4,28.0,0.24,6.0,277.0,2083.0,20.0,105.0,142.0,15.0,284.0,5.1,6.8,0.7,5.6,185.0,1.8,12.5,152.0,15.0,0.0
5.9,2.9,24.0,0.88,7.1,321.0,2013.0,22.0,106.0,142.0,18.0,355.0,5.6,7.5,0.9,6.6,175.0,2.0,12.3,157.0,21.0,0.0
6.5,2.8,18.0,0.18,11.2,277.0,1690.0,19.0,107.0,138.0,19.0,295.0,5.8,6.5,0.7,6.8,199.0,2.1,12.2,149.0,12.0,0.0
2.3,2.5,18.0,1.11,5.8,253.0,2858.0,17.0,110.0,141.0,20.0,259.0,6.0,5.8,0.8,7.7,200.0,1.7,12.3,152.0,15.0,0.0
5.0,3.6,19.0,0.3,4.6,267.0,1353.0,25.0,117.0,146.0,18.0,267.0,5.9,8.5,1.4,7.1,195.0,2.2,12.4,154.0,23.0,0.0
6.5,2.9,23.0,0.77,4.3,256.0,1423.0,20.0,106.0,138.0,14.0,266.0,4.9,6.8,0.9,5.8,173.0,2.0,11.7,149.0,18.0,0.0
7.2,2.6,22.0,0.97,1.7,210.0,556.0,20.0,111.0,146.0,18.0,227.0,4.3,6.8,1.4,5.2,133.0,1.2,12.2,155.0,9.0,0.0
6.0,3.0,22.0,0.8,5.1,279.0,1663.0,22.0,109.0,140.0,15.0,313.0,5.0,7.5,0.9,5.9,200.0,2.1,11.9,162.0,21.0,0.0
3.5,3.7,23.0,1.17,14.2,188.0,4772.0,23.0,112.0,140.0,12.0,181.0,6.3,7.8,1.5,7.7,241.0,2.1,12.1,154.0,30.0,0.0
4.9,3.0,22.0,0.93,5.7,226.0,2333.0,22.0,114.0,145.0,17.0,228.0,6.5,7.5,1.0,7.5,202.0,2.0,12.0,156.0,27.0,0.0
6.4,4.0,27.0,2.07,5.9,280.0,4080.4,31.0,112.0,150.0,17.0,293.0,5.1,10.5,1.4,6.02,675.0,2.6,12.5,156.0,49.0,1.0
6.2,3.1,25.0,1.03,6.0,291.0,2733.0,22.0,105.0,146.0,22.0,283.0,5.3,7.5,1.3,6.4,182.0,1.8,10.8,152.0,28.0,0.0
6.2,3.8,22.0,0.35,3.5,234.0,4042.2,22.0,109.0,145.0,20.0,242.0,5.3,7.5,1.8,7.4,202.0,2.0,12.2,155.0,30.0,0.0
4.5,3.2,19.0,1.6005758959999998,10.5,280.0,1691.0,23.0,110.0,138.0,15.0,288.0,5.7,7.8,0.8,7.5,230.0,2.3,11.9,155.0,16.0,0.0
5.4,5.6,29.0,1.04,2.6,214.0,1016.0,22.0,113.0,143.0,7.0,219.0,4.8,7.5,3.5,5.5,197.0,2.1,12.0,150.0,37.0,0.0
5.9,2.5,23.0,1.19,5.9,249.0,2976.0,19.0,109.0,143.0,18.0,254.0,6.0,6.5,0.5,7.8,177.0,2.0,12.6,151.0,15.0,0.0
6.0,3.4,27.0,0.94,6.8,218.0,2201.0,25.0,111.0,148.0,17.0,218.0,5.9,8.5,1.2,6.7,202.0,2.2,12.4,156.0,21.0,0.0
6.8,2.7,24.0,0.95,7.6,243.0,3218.0,22.0,108.0,141.0,17.0,255.0,6.1,7.5,0.9,5.8,188.0,1.8,11.0,154.0,16.0,0.0
1.5,3.3,20.0,0.78,3.6,245.0,4845.4,26.0,116.0,149.0,21.0,240.0,6.6,8.8,1.6,5.760000000000001,334.0,1.8,12.2,158.0,46.0,1.0
6.7,3.5,24.0,0.159920586,3.5,260.0,3645.4,20.0,107.0,139.0,17.0,258.0,7.2,6.8,1.9,3.5,565.0,1.6,12.2,145.0,29.0,0.0
4.5,3.1,21.0,0.62,5.3,232.0,4321.0,23.0,108.0,143.0,21.0,229.0,5.8,7.8,1.6,7.0,246.0,1.5,10.6,149.0,27.0,0.0
5.4,3.6,25.0,1.69,4.2,251.0,4699.0,21.0,111.0,141.0,11.0,267.0,5.2,7.1,1.4,6.4,235.0,2.3,12.7,157.0,30.0,0.0
6.4,4.5,26.0,2.68,6.9,240.0,4639.6,23.0,110.0,143.0,14.0,244.0,6.5,7.8,2.2,6.26,347.0,2.3,12.3,150.0,42.0,0.0
6.5,3.4,25.0,0.599583999,4.8,253.0,1472.0,24.0,111.0,143.0,13.0,259.0,5.3,8.2,1.4,6.2,168.0,2.0,12.5,150.0,22.0,0.0
4.9,2.6,25.0,1.38,3.0,228.0,5941.0,19.0,106.0,144.0,20.0,237.0,4.7,6.5,0.6,8.3,251.0,1.9,12.8,155.0,16.0,0.0
5.4,2.7,24.0,0.89,4.6,236.0,1141.0,19.0,106.0,143.0,19.0,237.0,4.9,6.5,0.4,5.8,172.0,2.2,11.9,148.0,14.0,0.0
1.7,3.0,21.0,0.26,2.0,247.0,2818.0,21.0,116.0,149.0,19.0,246.0,6.4,7.1,1.1,7.8,219.0,1.9,11.6,159.0,28.0,0.0
5.9,2.3,24.0,1.4,4.7,229.0,1185.0,17.0,104.0,139.0,15.0,234.0,4.2,5.8,0.8,4.6,150.0,1.5,11.7,144.0,7.0,0.0
7.4,4.1,26.0,1.45,1.8,252.0,2854.0,23.0,114.0,149.0,17.0,261.0,6.8,7.8,2.0,7.2,186.0,2.1,12.2,158.0,40.0,0.0
6.2,2.6,27.0,0.8,5.8,246.0,1007.0,18.0,106.0,144.0,18.0,248.0,5.4,6.1,0.6,6.3,136.0,2.0,13.0,149.0,15.0,0.0
3.6,2.7,22.0,1.38,9.1,173.0,1848.0,21.0,108.0,138.0,14.0,167.0,5.5,7.1,0.8,6.3,166.0,1.9,11.7,146.0,20.0,0.0
4.4,3.2,31.0,1.49,8.9,262.0,3113.0,23.0,105.0,142.0,14.0,263.0,6.2,7.8,1.0,6.8,205.0,2.2,12.4,150.0,37.0,0.0
4.8,2.8,19.0,1.69,8.7,206.0,2713.0,21.0,112.0,137.0,13.0,210.0,6.7,7.1,0.7,7.2,199.0,2.1,11.2,152.0,15.0,0.0
6.3,2.5,23.0,0.329109148,9.3,310.0,3054.0,16.0,102.0,133.0,15.0,307.0,6.1,5.4,0.7,7.3,194.0,1.9,11.5,144.0,10.0,0.0
4.4,2.7,23.0,1.86,3.0,254.0,2706.0,18.0,108.0,140.0,16.0,260.0,5.3,6.1,0.7,6.5,173.0,2.0,11.5,147.0,22.0,0.0
3.7,2.7,26.0,0.31,5.6,234.0,1256.0,21.0,106.0,141.0,16.0,242.0,5.1,7.1,0.7,6.1,183.0,2.0,15.6,150.0,21.0,1.0
4.4,2.8,22.0,1.74,10.6,193.0,3480.0,24.0,113.0,143.0,15.0,195.0,5.7,8.2,0.8,7.6,180.0,2.0,11.2,151.0,26.0,0.0
7.0,2.8,21.0,0.165515772,13.2,276.0,3070.2,15.0,95.0,122.0,14.0,290.0,7.1,5.1,1.3,7.279999999999999,401.0,1.5,9.8,134.0,22.0,1.0
6.2,2.0,20.0,1.16,2.9,245.0,2501.0,21.4,113.0,140.0,15.0,257.0,6.9,7.56,0.5,7.6,356.0,1.5,11.0,151.0,8.0,0.0
6.3,3.4,22.0,0.28,2.7,261.0,4503.8,25.0,115.0,154.0,25.0,259.0,6.9,8.5,1.2,7.540000000000001,252.0,2.2,12.6,164.0,37.0,0.0
5.7,3.8,27.0,2.755374489,8.1,238.0,6167.0,20.0,107.0,140.0,12.0,236.0,5.1,6.8,1.8,6.1,223.0,2.0,12.5,145.0,23.0,0.0
5.3,3.3,22.0,1.24,3.5,232.0,6252.2,20.0,116.0,149.0,17.0,232.0,4.9,6.8,1.4,7.6,247.0,2.0,11.3,155.0,41.0,0.0
4.4,2.6,22.0,0.07,5.9,236.0,3445.0,18.0,105.0,142.0,20.0,253.0,4.9,6.1,1.0,6.5,211.0,1.6,12.1,151.0,21.0,0.0
6.1,3.8,29.0,0.46,3.6,247.0,2335.0,22.0,104.0,143.0,15.0,248.0,4.9,7.5,1.8,6.2,176.0,2.0,11.9,148.0,28.0,0.0
6.9,2.5,23.0,0.81,18.0,206.0,3535.6,24.6,114.0,148.0,18.0,204.0,5.3,8.36,1.1,6.3,742.0,1.4,11.8,157.0,47.0,0.0
6.0,2.9,29.0,1.51,3.8,237.0,4857.0,19.0,105.0,143.0,15.0,252.0,4.8,6.5,0.7,5.5,148.0,2.2,11.5,160.0,27.0,0.0
6.1,4.4,23.0,2.14,4.7,219.0,3336.0,33.0,123.0,166.0,24.0,220.0,3.9,11.2,1.8,5.2,267.0,2.5,11.74,167.0,50.0,0.0
6.5,3.9,20.0,0.42,4.0,299.0,1473.0,22.0,110.0,138.0,16.0,313.0,6.0,7.5,2.0,6.8,165.0,1.9,13.4,149.0,19.0,0.0
6.4,3.2,20.0,1.18,10.1,187.0,6401.0,19.0,118.0,152.0,21.0,189.0,6.4,6.5,1.4,7.9,223.0,1.8,12.3,157.0,35.0,0.0
6.2,2.7,21.0,1.915263461,3.4,230.0,3414.0,19.0,111.0,143.0,17.0,250.0,5.1,6.5,0.8,6.4,189.0,1.9,11.9,158.0,23.0,0.0
3.9,2.6,33.0,6.52,4.6,232.0,5020.0,20.2,97.0,135.0,11.0,227.0,4.8,6.88,0.7,5.6,318.0,1.8,11.4,142.0,2.0,0.0
5.1,3.2,18.0,0.43,3.6,203.0,5372.0,20.0,112.0,143.0,21.0,207.0,5.8,6.8,1.3,7.5,268.0,1.9,11.9,152.0,22.0,0.0
7.1,2.6,20.0,0.335199204,9.3,235.0,2485.0,18.0,106.0,140.0,20.0,249.0,6.0,6.1,0.8,7.2,177.0,1.8,13.3,154.0,10.0,0.0
5.9,2.8,26.0,0.29,6.5,440.0,2441.0,22.0,106.0,139.0,14.0,480.0,5.3,7.5,0.9,6.6,221.0,1.9,12.1,155.0,21.0,0.0
5.8,2.5,21.0,0.84,3.4,318.0,1368.0,23.0,107.0,143.0,22.0,316.0,5.0,7.8,0.9,5.6,152.0,1.6,11.0,149.0,28.0,0.0
1.2,3.9,23.0,1.32,9.6,198.0,3620.0,24.0,114.0,146.0,17.0,187.0,6.5,8.2,1.7,7.7,600.0,2.2,12.7,156.0,43.0,0.0
2.0,3.8,20.0,0.59,2.1,245.0,6055.0,26.0,112.0,146.0,20.0,259.0,5.7,8.8,1.9,8.0,263.0,2.0,12.9,164.0,26.0,0.0
5.8,2.7,22.0,4.28,3.8,245.0,964.0,15.0,107.0,136.0,12.0,260.0,4.1,5.1,0.9,4.3,215.0,1.8,10.6,150.0,6.0,0.0
5.4,3.3,23.0,1.02,2.2,226.0,3651.0,26.0,111.0,146.0,18.0,223.0,4.7,8.8,1.1,6.2,200.0,2.2,11.9,151.0,30.0,0.0
6.0,2.7,22.0,0.94,3.0,247.0,4534.0,17.0,112.0,147.0,20.0,257.0,6.1,5.8,0.9,7.7,216.0,1.9,11.3,154.0,40.0,0.0
4.4,2.6,23.0,1.18,18.4,210.0,1902.0,18.0,108.0,136.0,13.0,216.0,6.1,6.1,0.7,6.5,198.0,1.9,10.6,147.0,15.0,0.0
5.6,2.9,22.0,0.86,3.2,228.0,3087.4,19.0,106.0,137.0,16.0,234.0,6.0,6.5,1.1,7.9,206.0,1.8,10.7,146.0,21.0,0.0
5.3,3.0,20.0,0.579266095,7.0,212.0,4324.0,22.0,114.0,142.0,13.0,211.0,4.9,7.5,1.1,7.6,254.0,1.9,11.3,145.0,19.0,0.0
6.9,3.2,27.0,1.33,4.9,254.0,1642.0,22.0,106.0,142.0,16.0,271.0,5.2,7.5,1.0,6.1,175.0,2.2,11.9,153.0,21.0,0.0
6.4,2.8,27.0,2.209310859,8.0,250.0,2633.0,18.0,111.0,142.0,10.0,262.0,5.1,6.1,0.7,6.0,197.0,2.1,12.6,149.0,16.0,0.0
6.5,3.1,15.0,0.95318325,13.5,321.0,2513.0,21.0,111.0,134.0,13.0,328.0,4.9,7.1,1.2,5.8,203.0,1.9,12.0,143.0,14.0,0.0
7.0,3.6,26.0,1.5436,1.6,253.0,3645.4,26.0,114.0,148.0,15.0,255.0,6.2,8.8,1.4,4.619999999999999,570.0,2.1,12.2,156.0,41.0,0.0
7.0,2.7,25.0,1.22,4.5,255.0,2399.0,17.0,110.0,142.0,13.0,271.0,5.1,5.8,0.8,6.2,195.0,1.9,11.7,155.0,26.0,0.0
7.3,3.2,23.0,1.450629566,17.1,141.0,4294.0,24.0,112.0,142.0,14.0,142.0,5.6,8.2,1.2,6.9,171.0,2.0,13.9,148.0,21.0,0.0
7.2,2.6,22.0,0.104907276,4.1,267.0,3643.0,17.0,104.0,135.0,16.0,272.0,6.3,5.8,1.1,7.3,191.0,1.5,11.3,141.0,29.0,0.0
4.0,3.9,22.0,1.47,8.2,240.0,6293.0,22.0,110.0,145.0,20.0,250.0,5.5,7.5,1.7,6.8,221.0,2.2,11.2,159.0,27.0,0.0
4.7,2.3,26.0,0.1,5.2,217.0,2545.0,18.0,107.0,140.0,14.0,227.0,5.4,6.1,0.8,6.2,162.0,1.6,10.8,147.0,15.0,0.0
4.2,2.2,27.0,0.32,10.6,205.0,1727.0,17.0,104.0,139.0,15.0,207.0,5.5,5.8,0.5,6.5,164.0,1.6,13.4,146.0,16.0,0.0
6.6,3.4,23.0,0.78,2.6,233.0,5122.4,21.0,108.0,148.0,22.0,246.0,5.1,7.1,1.3,7.5200000000000005,268.0,2.1,12.6,161.0,37.0,0.0
5.5,3.7,22.0,1.297238175,8.1,230.0,7010.0,21.0,110.0,144.0,19.0,244.0,5.4,7.1,1.7,6.8,221.0,2.1,11.7,155.0,37.0,0.0
7.1,2.6,24.0,0.39,7.4,262.0,6382.0,21.0,110.0,143.0,15.0,284.0,5.6,7.1,1.1,6.9,171.0,1.5,11.8,155.0,21.0,0.0
7.8,3.0,26.0,0.1212320919999999,4.2,241.0,2711.0,18.0,109.0,139.0,12.0,247.0,6.6,6.1,1.3,7.8,195.0,1.7,11.8,150.0,29.0,0.0
6.6,3.4,25.0,1.88,3.7,230.0,3645.4,26.0,112.0,146.0,16.0,237.0,5.8,8.8,1.3,4.64,649.0,2.2,12.1,155.0,49.0,0.0
6.6,2.9,29.0,1.18,6.9,228.0,1387.0,21.0,105.0,138.0,11.0,233.0,5.6,7.1,0.8,6.3,142.0,2.1,10.9,148.0,21.0,0.0
6.1,2.4,26.0,0.35,8.4,236.0,4335.0,19.0,108.0,146.0,18.0,240.0,4.6,6.5,0.9,7.0,318.0,1.6,11.9,155.0,13.0,0.0
6.7,2.7,21.0,1.37,7.7,252.0,3672.0,23.0,111.0,144.0,18.0,259.0,5.5,7.8,0.9,6.9,173.0,1.8,12.8,152.0,26.0,1.0
6.1,3.1,20.0,2.27,3.0,219.0,2558.0,23.0,112.0,147.0,20.0,228.0,5.1,7.8,1.2,5.8,202.0,1.9,12.3,149.0,21.0,0.0
5.8,2.3,25.0,0.57,5.7,271.0,1961.0,18.0,107.0,141.0,17.0,279.0,6.5,6.1,0.5,7.5,224.0,1.8,11.5,151.0,12.0,0.0
6.8,3.0,24.0,2.050574358,11.1,248.0,4777.0,20.0,112.0,141.0,12.0,280.0,7.1,6.8,1.0,7.519999999999999,229.0,2.0,12.2,158.0,24.0,0.0
5.8,2.6,20.0,0.323036157,8.2,254.0,2105.0,19.0,105.0,142.0,22.0,260.0,5.2,6.5,0.9,6.2,197.0,1.7,13.5,147.0,10.0,0.0
7.2,3.2,25.0,2.070177518,7.2,237.0,5798.6,20.0,112.0,143.0,13.0,240.0,5.6,6.8,1.5,8.0,250.0,1.8,12.4,151.0,27.0,0.0
6.5,2.7,32.0,0.668419538,5.7,246.0,1715.0,24.0,111.0,143.0,8.0,255.0,6.6,8.2,0.9,7.6,206.0,1.8,11.1,149.0,22.0,0.0
5.4,3.5,24.0,0.69,6.8,267.0,999.0,22.0,107.0,141.0,17.0,279.0,5.5,7.5,1.7,6.2,155.0,1.8,11.6,147.0,21.0,0.0
5.6,3.6,22.0,1.79,6.9,248.0,3813.4,22.0,116.0,148.0,15.0,259.0,4.7,7.5,1.3,6.2,215.0,2.3,11.9,155.0,32.0,0.0
4.9,2.9,21.0,0.86,3.2,248.0,1057.0,20.0,109.0,142.0,19.0,249.0,5.8,6.8,0.8,6.8,182.0,2.1,12.4,154.0,15.0,0.0
6.1,2.9,21.0,0.210891578,6.5,271.0,1805.0,21.0,110.0,143.0,19.0,276.0,5.5,7.1,1.2,6.2,176.0,1.7,11.7,148.0,29.0,0.0
2.5,2.2,30.0,0.96,4.7,258.0,533.0,17.0,103.0,140.0,13.0,273.0,4.9,5.8,0.4,5.9,185.0,1.8,12.7,149.0,12.0,0.0
7.1,3.6,26.0,2.11,4.9,237.0,3999.2,21.0,110.0,147.0,17.0,243.0,5.4,7.1,1.4,7.9,285.0,2.1,12.6,161.0,43.0,0.0
6.9,2.7,31.0,0.915224601,7.6,249.0,3923.0,16.0,108.0,143.0,10.0,252.0,5.6,5.4,0.9,7.4,193.0,1.8,11.9,149.0,21.0,0.0
5.9,3.4,25.0,0.051600414,4.7,248.0,3840.0,21.0,107.0,140.0,15.0,252.0,6.0,7.1,1.5,7.6,221.0,1.9,12.3,149.0,29.0,0.0
6.2,2.7,29.0,1.02,8.9,249.0,3330.0,19.0,105.0,142.0,15.0,256.0,6.3,6.5,0.7,7.1,250.0,2.0,11.5,153.0,15.0,0.0
5.1,2.5,22.0,0.91,4.9,265.0,1555.0,20.0,110.0,139.0,13.0,269.0,5.6,6.8,0.6,6.6,199.0,1.8,11.3,144.0,14.0,0.0
5.0,2.9,25.0,0.91,5.1,241.0,852.0,18.0,104.0,144.0,21.0,255.0,5.1,6.1,1.1,6.6,171.0,1.8,13.1,160.0,16.0,0.0
6.3,3.4,21.0,0.87,5.6,258.0,3645.4,22.8,114.0,143.0,17.0,260.0,8.1,7.76,1.4,4.84,520.0,2.0,11.3,155.0,40.0,1.0
4.8,3.1,24.0,0.41,6.7,256.0,1800.0,22.0,107.0,141.0,16.0,279.0,5.3,7.5,1.1,6.2,180.0,2.0,12.7,157.0,21.0,0.0
6.6,3.0,26.0,0.73,6.7,235.0,3157.0,20.0,106.0,136.0,10.0,241.0,5.4,6.8,1.1,6.5,169.0,1.9,10.9,146.0,33.0,0.0
6.8,2.7,22.0,0.47349774,9.9,265.0,5638.0,19.0,110.0,140.0,14.0,238.0,5.2,6.5,1.0,6.8,185.0,1.7,12.0,149.0,20.0,0.0
6.1,3.4,27.0,0.04,6.4,239.0,1703.0,20.0,100.0,140.0,18.0,257.0,4.8,6.8,1.1,6.2,174.0,2.3,13.8,150.0,21.0,0.0
5.6,2.8,17.0,0.86,3.3,203.0,2098.0,18.0,119.0,145.0,16.0,214.0,5.4,6.1,0.7,7.3,214.0,2.1,12.7,161.0,9.0,0.0
3.2,3.1,21.0,0.5,5.4,242.0,4067.0,24.0,113.0,149.0,23.0,243.0,7.2,8.2,1.2,7.540000000000001,204.0,1.9,12.7,158.0,28.0,0.0
6.5,3.4,21.0,0.18,11.3,212.0,5398.0,22.0,118.0,147.0,15.0,214.0,6.6,7.5,1.7,6.9,292.0,1.7,12.7,162.0,28.0,1.0
6.5,2.7,22.0,0.45,12.8,201.0,4410.0,17.0,111.0,143.0,17.0,200.0,5.8,5.8,0.8,8.0,203.0,1.9,11.8,150.0,20.0,0.0
5.3,3.2,21.0,0.93,3.8,229.0,5050.8,26.0,113.0,149.0,20.0,224.0,5.1,8.8,1.1,8.0,240.0,2.1,12.0,153.0,30.0,0.0
6.5,3.7,23.0,0.4096109,4.6,256.0,3159.0,20.0,110.0,144.0,18.0,262.0,6.2,6.8,1.7,7.1,189.0,2.0,12.9,150.0,29.0,0.0
7.0,4.5,29.0,0.0621252709999999,10.9,247.0,2861.0,20.0,102.0,140.0,16.0,260.0,6.0,6.8,2.4,6.6,189.0,2.1,14.5,155.0,29.0,1.0
6.9,3.3,28.0,2.2,5.9,247.0,3364.0,19.0,108.0,144.0,14.0,256.0,5.1,6.5,1.0,6.6,166.0,2.4,11.7,154.0,27.0,0.0
5.4,3.5,23.0,0.67,16.5,269.0,3421.0,24.0,109.0,145.0,21.0,278.0,6.6,8.2,1.3,8.2,211.0,2.3,12.7,158.0,27.0,0.0
5.3,2.7,20.0,0.73,3.8,323.0,4076.0,20.0,105.0,140.0,21.0,322.0,4.7,6.8,1.2,6.8,171.0,1.5,11.7,145.0,16.0,0.0
6.5,3.3,21.0,1.72,4.6,245.0,4407.4,23.0,114.0,149.0,19.0,244.0,5.0,7.8,1.2,6.180000000000001,435.0,2.1,11.8,155.0,40.0,0.0
6.8,3.4,21.0,1.16,6.4,232.0,4151.0,20.0,113.0,145.0,18.0,238.0,6.5,6.8,1.3,7.6,168.0,2.1,12.2,152.0,33.0,0.0
7.2,3.4,28.0,2.4548,3.3,232.0,5583.2,21.0,110.0,144.0,13.0,236.0,6.3,7.1,1.0,8.02,261.0,2.4,11.3,150.0,41.0,0.0
6.7,3.3,20.0,0.13,11.2,285.0,2085.0,19.0,112.0,145.0,20.0,291.0,5.5,6.5,1.9,6.4,190.0,1.4,12.2,150.0,21.0,0.0
6.0,3.1,21.0,1.58,4.1,268.0,6246.0,23.0,111.0,146.0,20.0,286.0,5.2,7.8,1.1,6.9,291.0,2.1,12.0,155.0,22.0,0.0
6.3,3.0,27.0,0.76,8.1,256.0,1909.0,26.0,105.0,139.0,13.0,266.0,6.0,8.8,0.9,6.5,180.0,2.1,13.1,155.0,21.0,0.0
5.6,3.2,27.0,0.02,8.7,236.0,1775.0,21.0,114.0,148.0,14.0,236.0,6.0,7.1,0.9,6.5,261.0,2.2,11.9,159.0,16.0,0.0
6.9,3.1,23.0,0.67,8.8,226.0,3389.0,22.0,107.0,139.0,16.0,236.0,7.0,7.5,1.2,7.7,154.0,1.9,11.9,151.0,21.0,0.0
6.0,4.0,20.0,1.61,6.7,241.0,5047.8,24.0,118.0,146.0,16.0,245.0,7.3,8.2,1.9,7.4,275.0,2.1,12.3,162.0,27.0,0.0
6.5,2.9,29.0,2.09,4.1,235.0,2376.0,19.0,111.0,146.0,12.0,249.0,4.9,6.5,0.8,6.0,145.0,2.1,11.7,153.0,27.0,0.0
6.1,4.2,28.0,0.55,11.5,220.0,1395.0,23.0,110.0,142.0,10.0,228.0,5.3,7.8,2.9,5.9,150.0,1.3,14.7,152.0,21.0,0.0
5.6,3.3,25.0,0.34,10.3,236.0,2306.0,18.0,109.0,144.0,16.0,249.0,5.9,6.1,1.1,7.0,219.0,2.2,11.6,151.0,26.0,0.0
5.1,3.2,24.0,0.43,5.2,213.0,5348.0,22.0,108.0,143.0,18.0,232.0,5.5,7.5,1.3,7.8,219.0,1.9,11.1,158.0,30.0,0.0
2.9,2.2,17.0,1.62,10.8,346.0,2004.0,17.0,114.0,142.0,18.0,365.0,6.1,5.8,0.6,6.9,210.0,1.6,12.2,154.0,29.0,0.0
6.5,4.1,25.0,3.37,6.7,230.0,3534.6,25.0,112.0,148.0,18.0,228.0,5.6,8.5,1.6,5.200000000000001,519.0,2.5,11.8,154.0,49.0,1.0
7.2,4.2,28.0,2.73,6.3,243.0,4849.0,24.0,110.0,149.0,17.0,256.0,5.3,8.2,1.5,7.7,280.0,2.7,12.8,161.0,42.0,0.0
3.2,2.4,27.0,0.13,5.0,237.0,1500.0,17.0,109.0,138.0,9.0,237.0,5.5,5.8,0.9,6.3,239.0,1.6,12.1,148.0,16.0,0.0
7.9,3.0,22.0,1.44,2.8,231.0,5269.6,22.0,119.0,155.0,21.0,243.0,5.9,7.5,1.0,7.040000000000001,218.0,2.0,12.6,161.0,36.0,0.0
5.9,2.6,22.0,1.22,12.9,188.0,1719.0,19.0,109.0,138.0,13.0,191.0,4.8,6.5,0.7,5.2,174.0,2.0,12.2,149.0,9.0,0.0
