vPHOS,vTP,iTCO2,Carotenoids_whole_blood,vUA,iGlu,vCK,iHct,iCl,iNa,iAnGap,vGLU,iK,iHb,vGLOB,vK,vAST,vALB,vCA,vNA,Age,FH
6.5,2.8,25.0,0.78,9.1,258.0,2506.0,21.0,107.0,144.0,20.0,264.0,6.1,7.1,0.8,7.359999999999999,192.0,2.0,13.2,154.0,15.0,0.0
5.7,2.7,26.0,1.04,3.7,256.0,2555.0,24.0,112.0,142.0,10.0,264.0,5.3,8.2,1.0,6.9,170.0,1.7,11.9,154.0,30.0,0.0
2.9,3.8,18.0,1.29,3.0,267.0,4864.8,24.0,116.0,150.0,25.0,281.0,7.3,8.2,1.6,7.159999999999999,235.0,2.3,13.6,169.0,35.0,0.0
6.6,3.7,27.0,2.78,6.0,249.0,3535.6,28.0,118.0,154.0,15.0,245.0,5.0,9.5,1.3,5.3,758.0,2.4,12.2,158.0,49.0,1.0
8.1,3.3,30.0,0.98385733,3.8,245.0,2112.0,27.0,107.0,144.0,13.0,254.0,4.8,9.2,1.1,6.0,169.0,2.2,12.6,150.0,22.0,0.0
5.3,2.9,27.0,0.65,7.0,241.0,6804.0,21.0,107.0,145.0,17.0,238.0,5.6,7.1,0.9,7.0,203.0,1.9,11.1,152.0,29.0,1.0
5.4,3.3,25.0,1.88,3.7,272.0,5271.6,22.0,117.0,147.0,11.0,278.0,5.1,7.5,1.1,7.2,242.0,2.3,12.0,156.0,36.0,0.0
8.6,3.1,25.0,0.27506655,5.8,229.0,1996.0,20.0,110.0,144.0,16.0,247.0,5.7,6.8,1.3,6.4,208.0,1.9,12.0,149.0,22.0,0.0
4.9,2.5,27.0,1.13,9.6,252.0,5165.8,19.0,108.0,143.0,15.0,263.0,6.6,6.5,0.3,7.3,272.0,2.2,12.8,153.0,9.0,0.0
4.5,3.5,22.0,2.63,3.6,208.0,4196.4,20.0,114.0,146.0,16.0,194.0,5.1,6.8,1.4,6.6,850.0,2.1,10.9,153.0,42.0,0.0
4.7,3.2,18.0,1.33,9.0,194.0,4400.0,21.0,112.0,143.0,20.0,188.0,5.7,7.1,1.4,8.4,256.0,1.9,11.3,150.0,35.0,0.0
7.4,3.0,29.0,0.525835854,7.2,229.0,7511.0,20.0,112.0,145.0,11.0,236.0,6.0,6.8,1.0,7.5,218.0,2.0,11.2,152.0,22.0,0.0
6.1,2.9,21.0,0.55,2.2,229.0,1896.0,16.0,112.0,146.0,19.0,232.0,4.9,5.4,1.0,5.6,213.0,1.4,10.2,152.0,7.0,0.0
7.0,3.4,28.0,0.68239142,5.1,230.0,3534.6,20.0,108.0,142.0,13.0,233.0,5.9,6.8,1.2,4.880000000000001,504.0,2.2,11.9,149.0,42.0,0.0
6.4,2.9,21.0,0.94,6.3,260.0,3321.0,23.0,112.0,147.0,21.0,263.0,5.9,7.8,0.9,6.6,144.0,1.9,12.5,154.0,26.0,0.0
5.6,2.4,21.0,1.109283966,4.9,162.0,1070.0,20.8,112.0,146.0,18.0,172.0,4.0,7.08,0.7,5.0,186.0,1.7,12.2,157.0,9.0,0.0
6.6,3.2,25.0,0.38,9.1,238.0,2200.0,22.0,111.0,145.0,15.0,240.0,5.5,7.5,1.5,6.6,156.0,1.7,11.7,153.0,21.0,0.0
4.4,3.2,29.0,0.75,1.6,241.0,3251.0,24.0,107.0,144.0,13.0,247.0,5.5,8.2,1.4,7.3,180.0,1.8,11.8,152.0,22.0,0.0
5.2,3.0,27.0,1.6728,4.3,260.0,3266.0,18.0,109.0,143.0,14.0,272.0,6.1,6.1,1.0,7.6,232.0,2.0,11.7,153.0,22.0,0.0
6.3,3.7,20.0,1.77,2.3,260.0,4422.2,25.0,115.0,150.0,20.0,270.0,4.6,8.5,1.5,7.1,325.0,2.2,12.1,154.0,35.0,0.0
7.1,2.8,23.0,1.8,6.3,243.0,751.0,18.0,107.0,138.0,16.0,242.0,6.0,6.1,0.7,6.6,167.0,2.1,12.2,152.0,8.0,0.0
6.9,2.5,22.0,0.661459194,8.2,205.0,1904.0,17.0,107.0,139.0,16.0,218.0,4.0,5.8,0.5,4.5,197.0,1.9,11.6,151.0,9.0,0.0
1.4,3.4,21.0,1.43,5.0,200.0,3136.8,24.0,120.0,154.0,22.0,199.0,6.8,8.2,1.4,6.82,375.0,1.9,12.5,164.0,43.0,0.0
5.4,2.2,23.0,0.17,7.9,230.0,1496.0,17.0,102.0,143.0,24.0,232.0,4.8,5.8,0.6,6.2,156.0,1.6,11.9,147.0,14.0,0.0
6.1,2.8,24.0,1.23,4.3,252.0,2937.0,24.0,108.0,143.0,18.0,256.0,5.3,8.2,0.9,6.4,196.0,1.9,10.6,146.0,19.0,0.0
4.3,2.7,26.0,0.37,4.6,231.0,1244.0,18.0,107.0,143.0,16.0,244.0,6.1,6.1,0.7,7.1,186.0,2.0,12.0,154.0,12.0,0.0
4.6,3.3,19.0,0.8776925640000001,6.0,293.0,6368.0,21.0,115.0,146.0,18.0,308.0,5.6,7.119999999999999,1.4,7.1,240.0,2.0,12.2,157.0,37.0,0.0
6.3,3.0,29.0,2.82,4.1,245.0,3302.0,20.0,106.0,141.0,13.0,262.0,5.6,6.8,1.0,6.1,154.0,2.0,11.1,159.0,27.0,0.0
6.5,2.8,23.0,0.15,3.2,232.0,4994.0,21.0,106.0,144.0,20.0,233.0,4.4,7.1,0.8,5.8,216.0,2.0,12.0,150.0,21.0,0.0
5.5,2.5,26.0,0.51,4.8,244.0,2029.0,23.0,112.0,146.0,17.0,255.0,6.8,7.8,0.9,6.739999999999999,186.0,1.6,12.3,156.0,23.0,0.0
5.4,4.4,28.0,3.16,6.6,246.0,3848.8,29.0,119.0,157.0,15.0,249.0,4.8,9.9,1.5,7.8,409.0,2.9,12.6,159.0,49.0,1.0
5.6,3.2,25.0,1.49,3.9,190.0,3664.0,23.0,112.0,142.0,12.0,196.0,5.4,7.8,1.1,7.0,215.0,2.1,12.0,155.0,23.0,0.0
6.1,3.0,26.0,2.413874699,3.6,242.0,1730.0,20.0,114.0,149.0,14.0,240.0,5.0,6.8,1.1,6.0,208.0,1.9,11.0,154.0,23.0,0.0
7.7,2.6,22.0,1.373242759,8.2,236.0,4714.0,20.0,107.0,137.0,16.0,243.0,7.0,6.8,0.7,8.3,199.0,1.9,12.1,148.0,10.0,0.0
5.8,2.8,24.0,2.593120741,14.1,250.0,4182.0,19.0,112.0,141.0,12.0,251.0,5.3,6.5,0.9,7.2,293.0,1.9,11.2,146.0,16.0,0.0
7.3,2.5,18.0,0.2224061739999999,9.1,287.0,1255.0,17.0,110.0,136.0,15.0,302.0,6.4,5.8,0.8,7.6,170.0,1.7,13.1,149.0,10.0,0.0
6.2,3.7,33.0,1.45,3.4,222.0,3535.6,26.0,104.0,145.0,14.0,229.0,4.7,8.8,1.2,4.62,744.0,2.4,11.7,153.0,49.0,1.0
6.9,2.7,32.0,0.269147139,4.7,249.0,5080.0,19.0,105.0,144.0,12.0,261.0,4.4,6.5,0.9,5.8,238.0,1.8,12.3,151.0,22.0,0.0
5.2,2.6,19.0,0.24,10.2,179.0,2319.0,22.0,110.0,142.0,19.0,184.0,5.0,7.5,0.8,6.2,280.0,1.8,11.3,149.0,8.0,0.0
5.4,3.2,28.0,0.1212320919999999,4.7,255.0,925.0,21.0,103.0,138.0,13.0,252.0,5.0,7.1,1.5,6.0,149.0,1.7,11.3,143.0,17.0,0.0
5.9,3.8,23.0,2.0,4.7,216.0,6234.0,25.0,114.0,148.0,17.0,221.0,5.6,8.5,1.7,8.2,218.0,2.1,11.3,155.0,31.0,0.0
6.7,2.8,23.0,1.22,5.1,226.0,2592.0,19.0,108.0,139.0,15.0,240.0,5.8,6.5,0.7,6.9,165.0,2.1,11.2,151.0,21.0,0.0
6.0,4.0,21.0,6.37,6.0,335.6,2677.0,21.0,114.0,145.0,19.0,455.0,7.4,7.1,2.3,7.12,164.0,1.7,13.8,165.0,35.0,0.0
5.3,2.3,22.0,1.1099999999999999,2.3,229.0,1874.0,18.0,111.0,145.0,18.0,231.0,5.1,6.1,0.8,5.5,180.0,1.4,10.8,151.0,15.0,0.0
5.1,3.3,26.0,0.094109388,11.9,249.0,1229.0,21.0,105.0,136.0,11.0,257.0,4.8,7.1,1.8,5.9,287.0,1.6,10.5,139.0,22.0,0.0
5.5,3.6,25.0,1.67,5.2,251.0,3535.6,26.0,110.0,144.0,15.0,253.0,5.1,8.8,1.5,4.9,775.0,2.1,11.8,152.0,49.0,0.0
7.1,2.4,25.0,0.647589699,14.8,307.0,6825.0,20.0,107.0,137.0,12.0,332.0,5.3,6.8,1.0,7.8,563.0,1.4,12.1,150.0,10.0,0.0
2.2,2.8,22.0,0.48,4.9,256.0,1800.0,24.0,112.0,145.0,17.0,253.0,5.1,8.2,1.0,6.1,190.0,1.8,11.7,154.0,16.0,0.0
1.3,2.7,20.0,0.92,7.2,264.0,3599.0,19.0,110.0,144.0,20.0,271.0,5.5,6.5,0.5,7.1,218.0,2.2,12.5,159.0,15.0,0.0
5.8,2.9,21.0,0.81120996,4.3,277.0,1192.0,21.0,113.0,140.0,12.0,272.0,5.1,7.1,1.3,6.2,159.0,1.5,11.1,145.0,17.0,0.0
3.0,3.1,24.0,0.78,3.1,240.0,5957.4,24.0,109.0,149.0,24.0,239.0,6.9,8.2,1.3,8.059999999999999,289.0,1.8,12.0,159.0,37.0,0.0
6.2,3.1,21.0,1.82,2.8,255.0,5542.2,22.0,109.0,145.0,21.0,271.0,5.5,7.5,1.0,8.4,252.0,2.1,12.2,158.0,26.0,0.0
2.5,3.8,22.0,1.18,3.4,231.0,4583.4,25.0,109.0,145.0,21.0,243.0,5.6,8.5,1.5,7.880000000000001,284.0,2.3,12.5,160.0,35.0,0.0
8.1,3.8,24.0,2.04,6.3,256.0,3645.4,24.0,111.0,146.0,19.0,270.0,5.8,8.2,1.4,4.619999999999999,558.0,2.4,12.3,161.0,42.0,0.0
1.5,3.0,21.0,0.49,3.4,304.0,2036.0,19.0,111.0,147.0,22.0,300.0,6.4,6.5,1.3,8.4,181.0,1.7,12.0,155.0,35.0,0.0
6.0,2.9,20.0,2.09,3.9,252.0,5325.4,18.0,111.0,145.0,20.0,258.0,5.5,6.1,1.1,7.8,286.0,1.8,12.1,153.0,29.0,0.0
5.7,2.1,23.0,0.63,12.4,256.6,1428.0,16.0,107.0,141.0,19.0,261.0,5.8,5.4,0.6,6.9,182.0,1.5,11.4,150.0,15.0,0.0
7.0,2.3,27.0,0.08873604,2.5,218.0,2955.0,16.0,105.0,142.0,17.0,227.0,5.3,5.4,1.0,6.7,159.0,1.3,11.6,150.0,29.0,0.0
4.7,2.9,20.0,1.04,1.6,319.0,914.0,20.0,105.0,141.0,21.0,314.0,4.5,6.8,1.4,5.1,152.0,1.6,11.7,143.0,16.0,0.0
6.4,3.3,22.0,0.93,3.4,238.0,3104.0,22.0,113.0,147.0,18.0,245.0,5.6,7.5,1.6,7.0,222.0,1.8,12.4,160.0,29.0,0.0
4.6,2.2,20.0,0.43,9.2,300.0,1616.0,18.0,104.0,142.0,24.0,296.0,5.6,6.1,0.8,5.9,154.0,1.4,12.0,152.0,15.0,0.0
8.9,2.9,15.0,0.98,13.0,312.0,5017.0,20.0,115.0,139.0,19.0,337.0,8.6,6.8,1.0,7.360000000000001,250.0,1.9,13.0,157.0,23.0,0.0
5.0,3.7,20.0,1.13,5.1,192.0,3429.0,24.0,109.0,144.0,21.0,195.0,4.7,8.2,1.7,5.3,193.0,2.0,11.1,148.0,28.0,0.0
7.2,2.8,23.0,0.83,3.8,226.0,2352.0,20.0,108.0,141.0,16.0,229.0,5.3,6.8,1.2,6.0,165.0,1.6,11.1,147.0,21.0,0.0
7.9,3.9,28.0,1.7,8.4,260.0,3734.8,25.0,109.0,142.0,13.0,268.0,7.7,8.5,1.4,7.720000000000001,366.0,2.4,12.7,153.0,42.0,0.0
3.3,2.5,27.0,0.37,9.5,253.0,655.0,17.0,106.0,137.0,10.0,256.0,5.1,5.8,0.7,5.6,196.0,1.8,11.9,146.0,16.0,0.0
6.4,3.5,23.0,1.99,5.4,246.0,2125.0,20.0,109.0,145.0,19.0,246.0,5.9,6.8,1.5,7.0,182.0,2.1,12.3,152.0,28.0,0.0
6.7,3.1,24.0,0.65,6.3,269.0,1149.0,22.0,107.0,140.0,15.0,278.0,5.4,7.5,1.1,5.6,173.0,2.1,11.5,149.0,21.0,0.0
5.6,2.6,26.0,0.89,7.8,252.0,1339.0,16.0,104.0,141.0,17.0,264.0,5.8,5.4,0.7,6.9,147.0,1.8,12.2,147.0,18.0,0.0
6.5,2.2,28.0,0.69,9.2,229.0,1258.0,18.0,107.0,143.0,13.0,240.0,4.6,6.1,0.6,5.6,165.0,1.6,11.6,149.0,13.0,0.0
5.8,3.5,21.0,0.35,3.5,238.0,5059.0,22.0,114.0,148.0,21.0,244.0,6.0,7.5,1.6,8.3,217.0,1.9,12.8,161.0,35.0,0.0
5.1,3.4,24.0,2.6,1.7,244.0,5229.0,22.0,110.0,145.0,17.0,243.0,5.3,7.5,1.3,6.22,310.0,2.1,11.7,152.0,40.0,0.0
5.7,3.6,25.0,2.82,5.6,225.0,3534.6,24.0,115.0,148.0,15.0,231.0,4.7,8.2,1.2,5.36,460.0,2.4,11.6,154.0,49.0,0.0
6.3,3.3,26.0,1.06,6.8,243.0,4915.0,23.0,108.0,139.0,11.0,246.0,5.3,7.8,1.1,6.4,176.0,2.2,12.6,147.0,26.0,0.0
5.9,3.9,23.0,1.94,9.5,292.0,2601.0,23.0,115.0,150.0,19.0,302.0,6.1,7.8,1.8,7.4,268.0,2.1,12.3,154.0,27.0,0.0
3.3,2.7,30.0,0.64,3.5,243.0,1093.0,19.0,104.0,142.0,13.0,257.0,5.0,6.5,0.7,5.8,225.0,2.1,13.1,153.0,12.0,0.0
4.9,2.5,20.0,0.65,5.4,246.0,1741.0,18.0,110.0,143.0,20.0,261.0,5.2,6.1,0.5,6.5,211.0,2.0,12.2,153.0,12.0,0.0
6.3,2.6,23.0,1.0151612295999999,7.3,189.0,1307.0,24.0,110.0,138.0,11.0,188.0,5.6,8.2,0.7,7.0,191.0,1.9,13.2,152.0,9.0,0.0
2.5,3.4,19.0,1.3,3.7,255.0,1463.0,19.0,107.0,141.0,21.0,257.0,5.5,6.5,1.8,6.8,171.0,1.5,13.0,148.0,16.0,0.0
6.5,3.1,25.0,1.62,3.8,250.0,6193.0,22.0,109.0,146.0,18.0,254.0,5.0,7.5,1.3,6.1,206.0,1.8,11.5,150.0,29.0,0.0
5.6,3.1,27.0,0.46,7.5,268.0,3582.0,19.0,107.0,136.0,9.0,287.0,5.2,6.5,1.0,6.4,181.0,2.1,12.1,152.0,21.0,0.0
7.7,2.9,26.0,0.05685431,4.0,241.0,2860.0,20.0,112.0,145.0,16.0,247.0,6.6,6.8,1.4,8.6,240.0,1.5,11.7,155.0,29.0,0.0
8.6,3.0,21.0,0.56,4.6,222.0,6745.0,22.0,115.0,143.0,15.0,229.0,6.4,7.5,1.1,8.1,204.0,2.0,12.5,156.0,28.0,0.0
6.5,3.0,22.0,1.28,8.0,260.0,3383.0,22.0,111.0,143.0,17.0,264.0,6.1,7.5,1.1,7.1,174.0,1.9,12.7,152.0,26.0,0.0
6.4,3.2,23.0,1.02,5.0,266.0,3005.0,21.0,109.0,142.0,17.0,277.0,5.2,7.1,0.8,6.0,145.0,2.4,11.7,151.0,21.0,0.0
8.0,2.6,20.0,0.789356252,6.3,205.0,2501.0,21.0,112.0,144.0,19.0,221.0,5.6,7.1,0.8,6.5,206.0,1.8,11.8,160.0,16.0,0.0
6.5,3.0,26.0,0.85,6.8,231.0,1034.0,23.0,108.0,142.0,15.0,252.0,5.6,7.8,0.9,6.4,174.0,2.1,11.9,158.0,21.0,0.0
6.1,3.8,24.0,0.57,9.1,244.0,2329.0,26.0,106.0,140.0,17.0,258.0,5.4,8.8,1.5,6.0,185.0,2.3,12.5,154.0,21.0,0.0
6.0,2.4,24.0,0.59,10.5,213.0,1361.0,18.0,107.0,137.0,12.0,218.0,5.0,6.1,1.1,5.8,141.0,1.3,11.8,145.0,13.0,0.0
2.4,3.0,18.0,0.47,4.1,227.0,4024.0,17.0,116.0,146.0,20.0,242.0,7.3,5.8,0.6,7.42,202.0,2.4,12.0,157.0,32.0,0.0
7.0,2.6,24.0,1.433313046,7.3,252.0,3070.0,18.0,109.0,141.0,14.0,258.0,5.6,6.1,0.9,6.5,174.0,1.7,12.0,146.0,21.0,0.0
5.7,3.5,16.0,4.57,9.4,227.0,4336.0,21.0,115.0,144.0,18.0,231.0,5.1,7.1,1.6,6.4,247.0,1.9,12.2,152.0,34.0,0.0
4.4,2.8,21.0,0.29,7.2,266.0,1961.0,21.0,110.0,142.0,17.0,282.0,5.8,7.1,1.3,6.7,184.0,1.5,11.8,154.0,21.0,0.0
6.3,3.7,24.0,1.16,4.0,240.0,4894.0,22.0,107.0,147.0,23.0,242.0,5.5,7.5,1.8,7.9,223.0,1.9,12.6,154.0,28.0,0.0
5.4,2.5,25.0,0.95,6.8,261.0,3655.4,19.0,108.0,140.0,14.0,269.0,5.7,6.5,0.5,7.6,445.0,1.9,12.5,151.0,15.0,0.0
6.6,3.4,25.0,0.96,2.9,247.0,4803.8,24.0,112.0,141.0,12.0,256.0,6.6,8.2,1.5,7.159999999999999,221.0,2.0,11.9,160.0,35.0,0.0
7.1,2.9,28.0,1.7,8.5,247.0,2312.0,22.0,110.0,145.0,15.0,258.0,5.9,7.5,1.0,6.9,165.0,2.0,12.7,154.0,26.0,0.0
2.1,3.3,20.0,1.3,10.0,212.0,5310.0,23.0,118.0,150.0,20.0,214.0,6.9,7.8,1.0,7.140000000000001,236.0,2.3,14.0,165.0,36.0,0.0
7.5,3.3,19.0,0.2,11.2,389.0,1257.0,19.0,105.0,140.0,22.0,394.0,5.0,6.5,1.6,6.2,153.0,1.6,13.4,146.0,20.0,0.0
5.0,3.1,20.0,1.34,7.6,249.0,3321.0,24.0,115.0,149.0,21.0,253.0,6.0,8.2,1.3,7.7,174.0,1.8,11.8,152.0,26.0,0.0
5.5,3.6,26.0,2.04,5.3,259.0,2135.0,21.0,111.0,143.0,13.0,263.0,6.0,7.1,1.1,6.9,211.0,2.5,11.3,153.0,26.0,0.0
6.6,2.9,25.0,2.34,5.5,227.0,5331.0,18.0,108.0,141.0,14.0,234.0,5.1,6.1,0.6,6.8,226.0,2.2,11.5,157.0,27.0,0.0
5.6,2.5,29.0,1.6,5.0,246.0,918.0,17.0,105.0,139.0,11.0,258.0,5.1,5.8,0.5,5.6,151.0,2.0,11.4,146.0,15.0,0.0
5.6,2.5,19.0,1.85,6.9,228.0,1646.0,16.0,111.0,138.0,14.0,242.0,5.0,5.4,0.7,6.4,147.0,1.8,12.4,147.0,15.0,0.0
4.9,2.6,24.0,0.66,1.9,231.0,1595.0,19.0,108.0,141.0,15.0,237.0,5.4,6.5,0.9,6.3,175.0,1.7,11.0,144.0,16.0,0.0
7.0,2.4,28.0,1.26,6.1,257.0,1416.0,21.2,105.0,138.0,10.0,272.0,5.0,7.220000000000001,0.7,5.7,169.0,1.7,11.7,151.0,15.0,0.0
8.4,5.8,21.0,0.61,14.5,186.0,4169.2,32.0,121.0,153.0,17.0,193.0,5.5,10.9,4.2,6.9,271.0,1.5,11.6,156.0,33.0,0.0
5.4,3.3,25.0,0.7,4.9,213.0,2631.0,20.0,111.0,143.0,13.0,212.0,5.5,6.8,1.7,6.8,161.0,1.7,11.7,150.0,21.0,0.0
3.4,2.5,25.0,0.14,8.2,201.0,1944.0,19.0,110.0,141.0,12.0,202.0,5.2,6.5,0.9,5.9,178.0,1.6,10.8,148.0,16.0,0.0
7.5,2.9,23.0,2.21,7.4,229.0,4861.0,21.0,106.0,141.0,18.0,241.0,5.3,7.1,0.7,7.0,191.0,2.2,11.4,152.0,21.0,0.0
6.1,2.5,20.0,5.0,3.3,243.0,1521.0,19.0,111.0,143.0,18.0,251.0,5.4,6.5,0.7,5.3,162.0,1.8,10.5,147.0,6.0,0.0
7.5,2.6,23.0,0.298914838,6.3,288.0,5618.0,19.0,107.0,137.0,12.0,293.0,5.3,6.5,0.9,6.8,245.0,1.7,11.9,146.0,10.0,0.0
4.8,3.0,18.0,0.06,16.9,235.0,2348.0,18.0,115.0,140.0,14.0,239.0,6.0,6.1,0.9,7.2,210.0,2.0,12.4,148.0,15.0,0.0
7.3,2.7,22.0,0.390777606,11.0,277.0,4258.2,21.0,112.0,145.0,19.0,296.0,7.0,7.1,0.8,8.1,252.0,1.9,13.1,152.0,10.0,0.0
4.9,3.3,19.0,1.6728453230000002,13.4,203.0,3097.6,21.0,109.0,140.0,17.0,216.0,4.7,7.1,1.3,7.7,326.0,2.0,11.1,154.0,37.0,0.0
5.1,3.1,24.0,1.11,5.3,198.0,1693.0,22.0,111.0,141.0,13.0,198.0,5.2,7.5,1.1,6.3,210.0,2.0,12.8,152.0,14.0,0.0
4.7,2.4,28.0,1.11,3.4,253.0,1765.0,16.0,104.0,137.0,11.0,262.0,4.9,5.4,0.5,5.7,192.0,1.9,12.7,149.0,12.0,0.0
4.8,2.4,21.0,0.422251752,9.1,237.0,2722.0,19.0,108.0,140.0,18.0,241.0,5.5,6.5,0.6,6.8,176.0,1.7,12.0,153.0,10.0,1.0
7.4,4.6,24.0,0.8,5.9,210.0,691.0,24.0,109.0,146.0,19.0,221.0,5.4,8.2,2.9,6.1,128.0,1.7,12.2,156.0,21.0,0.0
5.2,2.7,26.0,0.72,7.5,351.0,2891.0,23.0,108.0,142.0,14.0,367.0,5.6,7.8,0.7,6.5,163.0,2.0,12.1,151.0,21.0,0.0
6.2,3.3,27.0,1.450629566,2.8,253.0,1739.0,22.0,115.0,143.0,8.0,259.0,6.2,7.5,1.1,6.7,183.0,2.2,12.3,151.0,29.0,0.0
4.6,3.0,22.0,0.11,2.3,243.0,1958.0,22.0,110.0,145.0,19.0,247.0,5.6,7.5,1.1,6.5,181.0,1.9,15.0,151.0,21.0,0.0
5.9,3.6,22.0,2.38,4.9,242.0,3583.0,22.0,115.0,148.0,18.0,262.0,5.2,7.5,1.2,7.639999999999999,392.0,2.4,12.8,164.0,42.0,0.0
4.1,3.0,29.0,1.12,7.8,252.0,3848.8,23.0,106.0,146.0,19.0,257.0,6.5,7.8,0.4,5.96,414.0,2.6,11.4,157.0,45.0,0.0
6.6,2.7,22.0,0.75,3.4,259.0,1907.0,17.0,116.0,141.0,10.0,276.0,5.6,5.8,0.6,6.6,234.0,2.1,11.3,152.0,16.0,0.0
5.6,2.9,20.0,1.02,8.2,218.0,1943.0,22.0,110.0,139.0,15.0,224.0,5.2,7.5,1.0,6.4,163.0,1.8,11.6,148.0,20.0,0.0
6.4,4.0,20.0,1.33,4.5,259.0,5438.0,22.0,114.0,145.0,18.0,275.0,6.5,7.5,1.7,7.8,235.0,2.3,12.1,157.0,41.0,0.0
5.5,3.5,19.0,0.84,8.2,258.0,2267.0,22.0,114.0,147.0,21.0,257.0,5.5,7.5,1.7,6.9,175.0,1.8,13.4,154.0,28.0,0.0
6.2,2.8,25.0,0.37,6.4,257.0,1757.0,20.0,102.0,135.0,14.0,267.0,5.8,6.8,0.8,6.2,151.0,2.0,11.3,147.0,21.0,0.0
6.0,3.9,24.0,2.16,6.2,181.0,2563.2,32.0,111.0,145.0,16.0,189.0,5.8,10.9,1.5,6.7,392.0,2.4,12.1,156.0,48.0,0.0
5.3,3.6,22.0,2.497611456,8.0,249.0,7517.0,22.0,113.0,143.0,15.0,259.0,5.1,7.5,1.3,7.4,263.0,2.3,12.0,157.0,28.0,0.0
7.0,2.9,17.0,0.38,9.9,218.0,1867.0,20.0,111.0,138.0,15.0,225.0,4.9,6.8,1.1,6.2,182.0,1.8,12.1,146.0,12.0,0.0
5.7,3.5,21.0,0.94,16.7,280.0,3650.0,27.0,113.0,141.0,16.0,283.0,6.9,9.2,1.1,7.6,198.0,2.3,12.1,157.0,29.0,1.0
5.7,2.4,25.0,1.2,6.9,254.0,1210.0,19.0,110.0,141.0,13.0,262.0,5.8,6.5,0.5,7.4,167.0,1.8,11.7,151.0,11.0,0.0
5.9,3.5,27.0,1.56,4.4,227.0,4451.0,21.0,108.0,143.0,15.0,235.0,5.6,7.1,1.3,6.8,172.0,2.2,11.3,149.0,35.0,1.0
1.8,3.2,18.0,1.17,11.7,259.0,4602.2,22.0,112.0,145.0,22.0,264.0,6.0,7.5,1.2,7.6,225.0,2.1,12.9,157.0,26.0,1.0
4.0,3.3,35.0,0.52,5.6,251.0,3349.0,23.0,92.0,133.0,11.0,249.0,4.2,7.8,1.2,5.9,284.0,2.1,11.0,140.0,16.0,1.0
6.1,2.7,25.0,1.59,7.9,237.0,1822.0,19.0,109.0,144.0,15.0,251.0,5.2,6.5,0.8,6.6,184.0,1.9,12.5,158.0,13.0,0.0
6.5,2.7,26.0,0.3,6.8,243.0,1208.0,18.0,110.0,145.0,16.0,264.0,5.5,6.1,0.7,6.6,164.0,2.0,10.7,158.0,16.0,0.0
7.3,2.5,16.0,0.633788463,12.1,267.0,5244.0,18.0,115.0,139.0,16.0,276.0,6.0,6.1,0.7,7.8,204.0,1.9,12.6,147.0,14.0,0.0
5.8,3.4,26.0,1.86,6.8,236.0,5160.6,21.0,111.0,144.0,14.0,244.0,5.3,7.1,1.3,7.2,263.0,2.1,11.7,160.0,34.0,0.0
6.1,3.0,21.0,0.586021665,7.2,273.0,1031.0,22.0,108.0,142.0,18.0,300.0,3.9,7.5,0.9,4.7,217.0,2.1,12.3,158.0,9.0,0.0
5.1,2.7,22.0,0.8356614796,3.4,245.0,880.0,20.0,110.0,144.0,18.0,242.0,5.5,6.8,0.7,6.6,161.0,2.0,10.6,152.0,9.0,0.0
6.1,3.0,21.0,2.22,3.2,225.0,5574.0,19.0,109.0,141.0,18.0,233.0,5.5,6.5,1.0,7.2,221.0,2.1,11.6,155.0,32.0,0.0
5.9,2.5,25.0,0.937948597,3.5,255.0,5526.0,18.0,112.0,144.0,14.0,270.0,5.4,6.1,0.7,7.6,207.0,1.8,11.6,157.0,24.0,0.0
6.5,2.4,23.0,0.4,9.6,278.0,1072.0,18.2,106.0,143.0,20.0,279.0,5.6,6.18,0.8,6.6,157.0,1.6,13.1,151.0,15.0,0.0
4.6,2.7,24.0,0.98,6.5,221.0,6623.4,22.0,111.0,145.0,17.0,221.0,5.9,7.5,1.0,7.8,279.0,1.7,11.4,151.0,26.0,0.0
5.8,2.5,19.0,1.61,2.0,215.0,1255.0,18.0,109.0,140.0,17.0,224.0,4.8,6.1,1.2,5.6,186.0,1.3,11.3,143.0,9.0,0.0
6.4,2.8,24.0,0.54,6.9,247.0,848.0,19.0,108.0,142.0,16.0,246.0,5.0,6.5,1.1,5.6,195.0,1.6,12.7,153.0,9.0,0.0
6.8,3.9,20.0,2.32,3.7,230.0,6487.0,23.0,114.0,148.0,20.0,237.0,5.7,7.8,1.6,7.5,240.0,2.4,12.7,154.0,31.0,0.0
1.9,2.6,21.0,0.646,6.7,232.0,1298.0,20.0,117.0,147.0,17.0,233.0,6.2,6.8,0.6,7.9,195.0,2.1,11.9,158.0,9.0,0.0
6.5,3.8,28.0,4.99,4.6,236.0,4196.4,24.0,110.0,145.0,14.0,225.0,5.6,8.2,1.5,5.06,860.0,2.4,11.6,154.0,42.0,1.0
4.3,2.3,23.0,0.95,7.7,258.0,3534.6,18.0,124.0,142.0,0.0,253.0,4.6,6.1,0.7,5.86,472.0,1.6,12.6,146.0,14.0,0.0
6.0,3.6,24.0,0.9,5.4,224.0,4470.0,24.0,111.0,143.0,14.0,231.0,4.7,8.2,1.8,6.2,198.0,1.8,11.6,149.0,30.0,0.0
